Местное время в Байкальске;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
29.05.2018 17:00;14.апр;715.0;756.4;;53;Ветер, дующий с северо-северо-запада;1;;;20–30%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;04.авг;;;;;;
29.05.2018 20:00;11.июл;714.3;756.1;;64;Ветер, дующий с запада;1;;;40%.; ;;;;16.авг;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;5.0;Осадков нет;12;;;;
29.05.2018 23:00;07.янв;714.0;756.4;;88;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;05.мар;;;;;;
30.05.2018 2:00;05.апр;714.0;756.7;;96;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;04.авг;;;;;;
30.05.2018 5:00;12.янв;716.9;758.8;;71;Ветер, дующий с юго-запада;2;;;70 – 80%.; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;7.0;;;;;;
30.05.2018 8:00;17.июл;719.5;760.6;;50;Ветер, дующий с северо-запада;1;;;20–30%.; ;;;04.авг;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;7.0;Осадков нет;12;Поверхность почвы влажная.;6.0;;
30.05.2018 11:00;18.июл;718.9;759.8;;46;Ветер, дующий с северо-северо-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;06.авг;;;;;;
30.05.2018 14:00;21.апр;717.3;757.8;;40;Ветер, дующий с востоко-северо-востока;2;;;Облаков нет.; ;;;;;;;;;;50.0;07.фев;;;;;;
30.05.2018 17:00;16.июл;716.3;757.4;;52;Ветер, дующий с севера;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Гроза (грозы) с осадками или без них.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые плотные, образовавшиеся от кучево-дождевых.;20.0;06.июн;;;;;;
30.05.2018 20:00;16.июл;716.8;757.9;;64;Ветер, дующий с запада;1;;;100%.;Состояние неба в общем не изменилось. ;Гроза (грозы) с осадками или без них.;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;21.сен;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;40%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;20.0;09.июл;Осадков нет;12;;;;
