Местное время на Большом Ушканьем о.;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
06.08.2017 14:00;22.0;717.0;;;70;Ветер, дующий с северо-востока;2;;;70 – 80%.;Гроза, но без осадков, в срок наблюдения. ;;;;;;;;;;50.0;;;;;;;
06.08.2017 20:00;21.0;717.0;;;84;Ветер, дующий с севера;2;;;100%.;Состояние неба в общем не изменилось. ;;;;22.0;;;;;;50.0;;Осадков нет;12;;;;
07.08.2017 2:00;18.сен;717.0;;;97;Ветер, дующий с запада;2;;;70 – 80%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;;;;;;;;
07.08.2017 8:00;19.0;717.0;;;94;Ветер, дующий с юго-востока;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;18.фев;;;;;;;50.0;;Осадков нет;12;;;;
07.08.2017 14:00;19.июл;716.0;;;88;Ветер, дующий с юга;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;;;;;;
07.08.2017 20:00;19.июн;716.0;;;85;Ветер, дующий с юга;1;;;70 – 80%.; ;;;;19.июл;;;;;;50.0;;Следы осадков;12;;;;
08.08.2017 2:00;17.апр;715.0;;;78;Ветер, дующий с севера;1;;;10%  или менее, но не 0; ;;;;;;;;;;;;;;;;;
08.08.2017 8:00;18.янв;715.0;;;98;Ветер, дующий с юго-востока;1;;;20–30%.; ;;;17.0;;;;;;;50.0;;Осадков нет;12;;;;
08.08.2017 14:00;22.май;714.0;;;76;Ветер, дующий с юга;2;;;60%.;Гроза, но без осадков, в срок наблюдения. ;;;;;;;;;;50.0;;;;;;;
08.08.2017 20:00;21.апр;712.0;;;77;Ветер, дующий с северо-востока;3;;;50%.;Гроза, но без осадков, в срок наблюдения. ;;;;22.май;;;;;;50.0;;Осадков нет;12;;;;
09.08.2017 2:00;18.фев;711.0;;;95;Ветер, дующий с северо-востока;1;;;20–30%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
09.08.2017 8:00;20.янв;710.0;;;92;Ветер, дующий с северо-востока;2;;;10%  или менее, но не 0;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;17.июл;;;;;;;20.0;;Осадков нет;12;;;;
09.08.2017 14:00;23.0;708.0;;;69;Ветер, дующий с северо-востока;4;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;;;;;;
09.08.2017 20:00;21.май;708.0;;;85;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;;23.0;;;;;;50.0;;Осадков нет;12;;;;
10.08.2017 2:00;20.мар;709.0;;;95;Ветер, дующий с юго-востока;4;;;20–30%.; ;;;;;;;;;;;;;;;;;
10.08.2017 8:00;18.апр;711.0;;;94;Ветер, дующий с юга;6;;;70 – 80%.; ;;;18.0;;;;;;;50.0;;Осадков нет;12;;;;
10.08.2017 14:00;18.апр;712.0;;;92;Ветер, дующий с юга;4;;;70 – 80%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;10.0;;;;;;;
10.08.2017 20:00;18.апр;714.0;;;92;Ветер, дующий с юго-востока;3;;;60%.; ;;;;18.апр;;;;;;50.0;;Осадков нет;12;;;;
11.08.2017 2:00;17.июл;715.0;;;95;Ветер, дующий с юго-востока;3;;;20–30%.; ;;;;;;;;;;;;;;;;;
11.08.2017 8:00;17.янв;717.0;;;93;Ветер, дующий с юга;5;;;70 – 80%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;16.июн;;;;;;;20.0;;Осадков нет;12;;;;
11.08.2017 14:00;18.апр;717.0;;;87;Ветер, дующий с юго-запада;3;;;10%  или менее, но не 0;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;;;;;;;10.0;;;;;;;
11.08.2017 20:00;19.авг;717.0;;;86;Ветер, дующий с северо-запада;1;;;10%  или менее, но не 0;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;19.авг;;;;;;20.0;;Осадков нет;12;;;;
12.08.2017 2:00;16.июл;717.0;;;90;Ветер, дующий с юго-востока;1;;;10%  или менее, но не 0; ;;;;;;;;;;;;;;;;;
12.08.2017 8:00;18.апр;718.0;;;91;Ветер, дующий с востока;1;;;20–30%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;16.май;;;;;;;10.0;;Осадков нет;12;;;;
12.08.2017 14:00;20.авг;717.0;;;92;Ветер, дующий с севера;2;;;20–30%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;10.0;;;;;;;
12.08.2017 20:00;23.0;717.0;;;53;Ветер, дующий с северо-востока;1;;;70 – 80%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;23.0;;;;;;20.0;;Осадков нет;12;;;;
13.08.2017 2:00;19.май;717.0;;;93;Ветер, дующий с юго-запада;1;;;40%.; ;;;;;;;;;;;;;;;;;
13.08.2017 8:00;21.фев;718.0;;;80;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;18.июл;;;;;;;50.0;;Осадков нет;12;;;;
13.08.2017 14:00;23.июн;718.0;;;62;Ветер, дующий с юга;3;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;;;;;;;20.0;;;;;;;
13.08.2017 20:00;22.фев;717.0;;;82;Ветер, дующий с севера;4;;;10%  или менее, но не 0; ;;;;23.июн;;;;;;50.0;;Осадков нет;12;;;;
14.08.2017 2:00;22.авг;718.0;;;55;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;;;;;;;;;;;;;;;
14.08.2017 8:00;21.фев;719.0;;;93;Ветер, дующий с востока;1;;;70 – 80%.; ;;;20.июн;;;;;;;50.0;;Осадков нет;12;;;;
14.08.2017 14:00;20.авг;719.0;;;93;Ветер, дующий с юга;3;;;100%.;Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ;;;;;;;;;;10.0;;;;;;;
14.08.2017 20:00;18.май;720.0;;;97;Ветер, дующий с юга;6;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;20.авг;;;;;;50.0;;2.0;12;;;;
15.08.2017 2:00;17.фев;721.0;;;98;Ветер, дующий с юга;6;;;40%.; ;;;;;;;;;;;;;;;;;
15.08.2017 8:00;16.мар;722.0;;;93;Ветер, дующий с юга;9;;;90  или более, но не 100%; ;;;16.0;;;;;;;50.0;;Осадков нет;12;;;;
15.08.2017 14:00;16.май;722.0;;;91;Ветер, дующий с юга;6;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
15.08.2017 20:00;17.фев;722.0;;;91;Ветер, дующий с юго-востока;3;;;60%.; ;;;;17.фев;;;;;;50.0;;Осадков нет;12;;;;
16.08.2017 2:00;17.0;722.0;;;93;Ветер, дующий с юга;2;;;90  или более, но не 100%; ;;;;;;;;;;;;;;;;;
16.08.2017 8:00;16.янв;722.0;;;99;Ветер, дующий с юга;6;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;15.июн;;;;;;;10.0;;6.0;12;;;;
16.08.2017 14:00;16.фев;722.0;;;97;Ветер, дующий с юга;8;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;;;;;;;;20.0;;;;;;;
16.08.2017 20:00;16.апр;721.0;;;93;Ветер, дующий с юга;5;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;16.апр;;;;;;50.0;;Следы осадков;12;;;;
17.08.2017 2:00;16.фев;720.0;;;96;Ветер, дующий с запада;2;;;40%.; ;;;;;;;;;;;;;;;;;
17.08.2017 8:00;16.сен;719.0;;;91;Ветер, дующий с юга;1;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;15.май;;;;;;;20.0;;Осадков нет;12;;;;
17.08.2017 14:00;17.сен;718.0;;;89;Ветер, дующий с севера;3;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
17.08.2017 20:00;17.сен;718.0;;;92;Ветер, дующий с севера;2;;;100%.; ;;;;17.сен;;;;;;50.0;;Осадков нет;12;;;;
18.08.2017 2:00;17.сен;719.0;;;88;Ветер, дующий с юга;6;;;100%.; ;;;;;;;;;;;;;;;;;
18.08.2017 8:00;17.0;720.0;;;73;Ветер, дующий с юга;3;;;100%.; ;;;16.май;;;;;;;50.0;;Осадков нет;12;;;;
18.08.2017 14:00;16.мар;722.0;;;85;Ветер, дующий с юга;6;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
18.08.2017 20:00;16.апр;721.0;;;87;Ветер, дующий с юга;3;;;40%.; ;;;;16.апр;;;;;;50.0;;Осадков нет;12;;;;
19.08.2017 2:00;15.май;721.0;;;88;Ветер, дующий с востока;1;;;40%.; ;;;;;;;;;;;;;;;;;
19.08.2017 8:00;16.0;721.0;;;84;Ветер, дующий с северо-востока;4;;;70 – 80%.; ;;;14.сен;;;;;;;50.0;;Осадков нет;12;;;;
19.08.2017 14:00;17.сен;719.0;;;60;Ветер, дующий с северо-запада;5;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;;;;;;;20.0;;;;;;;
19.08.2017 20:00;16.май;718.0;;;74;Ветер, дующий с севера;3;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;;;;;;;10.0;;Осадков нет;12;;;;
20.08.2017 2:00;16.июл;716.0;;;80;Ветер, дующий с северо-востока;4;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
20.08.2017 8:00;16.янв;714.0;;;76;Ветер, дующий с севера;5;;;100%.;Туман или ледяной туман на расстоянии в срок наблюдения, простирающийся выше уровня глаз наблюдателя. В течение последнего часа туман на станции не наблюдался. ;;;15.июн;;;;;;;10.0;;Следы осадков;12;;;;
20.08.2017 14:00;17.мар;711.0;;;66;Ветер, дующий с северо-востока;1;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;20.0;;;;;;;
20.08.2017 20:00;15.май;711.0;;;86;Ветер, дующий с севера;3;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;17.мар;;;;;;2.0;;Следы осадков;12;;;;
21.08.2017 2:00;15.0;710.0;;;98;Ветер, дующий с юга;3;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
21.08.2017 8:00;16.янв;710.0;;;64;Ветер, дующий с северо-запада;9;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;14.май;;;;;;;2.0;;2.0;12;;;;
21.08.2017 14:00;17.авг;712.0;;;56;Ветер, дующий с северо-запада;7;;;100%.;Видимость ухудшена дымом, например: от степных или лесных пожаров, промышленных предприятий или вулканическим пеплом. ;;;;;;;;;;2.0;;;;;;;
